Date,Vegetable_Name,Season,Daily_Arrival_MT,Estimated_Sales_MT,Wholesale_Price_Rs_kg,Supply_Status
2013-01-31,Bitter Gourd,Maha,84.39,63.29,142.2,Stable
2013-02-01,Bitter Gourd,Maha,86.44,64.83,138.83,Stable
2013-02-02,Bitter Gourd,Maha,88.12,66.09,136.18,Stable
2013-02-03,Bitter Gourd,Maha,86.3,64.72,139.05,Stable
2013-02-04,Bitter Gourd,Maha,94.95,71.21,126.38,High
2013-02-05,Bitter Gourd,Maha,85.29,63.97,140.69,Stable
2013-02-06,Bitter Gourd,Maha,91.39,68.54,131.3,High
2013-02-07,Bitter Gourd,Maha,93.53,70.15,128.3,High
2013-02-08,Bitter Gourd,Maha,81.73,61.3,146.83,Stable
2013-02-09,Bitter Gourd,Maha,93.17,69.88,128.79,High
2013-02-10,Bitter Gourd,Maha,88.23,66.17,136.01,Stable
2013-02-11,Bitter Gourd,Maha,84.03,63.02,142.81,Stable
2013-02-12,Bitter Gourd,Maha,93.08,69.81,128.92,High
2013-02-13,Bitter Gourd,Maha,85.0,63.75,141.18,Stable
2013-02-14,Bitter Gourd,Maha,78.37,58.78,153.12,Stable
2013-02-15,Bitter Gourd,Maha,90.45,67.84,132.67,High
2013-02-16,Bitter Gourd,Maha,89.83,67.37,133.58,Stable
2013-02-17,Bitter Gourd,Maha,93.36,70.02,128.54,High
2013-02-18,Bitter Gourd,Maha,81.41,61.06,147.4,Stable
2013-02-19,Bitter Gourd,Maha,82.64,61.98,145.21,Stable
2013-02-20,Bitter Gourd,Maha,79.76,59.82,150.46,Stable
2013-02-21,Bitter Gourd,Maha,79.21,59.41,151.49,Stable
2013-02-22,Bitter Gourd,Maha,94.54,70.9,126.93,High
2013-02-23,Bitter Gourd,Maha,92.45,69.34,129.8,High
2013-02-24,Bitter Gourd,Maha,82.14,61.6,146.1,Stable
2013-02-25,Bitter Gourd,Maha,90.79,68.09,132.18,High
2013-02-26,Bitter Gourd,Maha,84.7,63.53,141.68,Stable
2013-02-27,Bitter Gourd,Maha,92.61,69.46,129.58,High
2013-02-28,Bitter Gourd,Maha,83.13,62.35,144.36,Stable
2013-03-01,Bitter Gourd,Maha,83.93,62.95,142.97,Stable
2013-03-02,Bitter Gourd,Maha,91.99,68.99,130.45,High
2013-03-03,Bitter Gourd,Maha,93.12,69.84,128.86,High
2013-03-04,Bitter Gourd,Maha,84.91,63.68,141.33,Stable
2013-03-05,Bitter Gourd,Maha,85.94,64.46,139.64,Stable
2013-03-06,Bitter Gourd,Maha,87.68,65.76,136.86,Stable
2013-03-07,Bitter Gourd,Maha,78.75,59.06,152.38,Stable
2013-03-08,Bitter Gourd,Maha,79.91,59.93,150.17,Stable
2013-03-09,Bitter Gourd,Maha,85.9,64.43,139.69,Stable
2013-03-10,Bitter Gourd,Maha,82.99,62.24,144.6,Stable
2013-03-11,Bitter Gourd,Maha,92.02,69.02,130.41,High
2013-03-12,Bitter Gourd,Maha,91.02,68.26,131.84,High
2013-03-13,Bitter Gourd,Maha,81.71,61.28,146.86,Stable
2013-03-14,Bitter Gourd,Maha,83.39,62.54,143.9,Stable
2013-03-15,Bitter Gourd,Maha,94.57,70.93,126.89,High
2013-03-16,Bitter Gourd,Maha,90.77,68.08,132.2,High
2013-03-17,Bitter Gourd,Maha,94.58,70.94,126.88,High
2013-03-18,Bitter Gourd,Maha,89.59,67.19,133.95,Stable
2013-03-19,Bitter Gourd,Maha,89.2,66.9,134.53,Stable
2013-03-20,Bitter Gourd,Maha,92.68,69.51,129.48,High
2013-03-21,Bitter Gourd,Maha,83.02,62.26,144.55,Stable
2013-03-22,Bitter Gourd,Maha,78.42,58.82,153.03,Stable
2013-03-23,Bitter Gourd,Maha,80.94,60.7,148.25,Stable
2013-03-24,Bitter Gourd,Maha,94.46,70.84,127.04,High
2013-03-25,Bitter Gourd,Maha,83.93,62.95,142.97,Stable
2013-03-26,Bitter Gourd,Maha,82.18,61.64,146.02,Stable
2013-03-27,Bitter Gourd,Maha,91.11,68.33,131.71,High
2013-03-28,Bitter Gourd,Maha,82.83,62.12,144.87,Stable
2013-03-29,Bitter Gourd,Maha,84.97,63.73,141.23,Stable
2013-03-30,Bitter Gourd,Maha,84.98,63.74,141.21,Stable
2013-03-31,Bitter Gourd,Maha,90.74,68.05,132.25,High
2013-04-01,Bitter Gourd,Off-season,18.19,13.64,219.92,Low
2013-04-02,Bitter Gourd,Off-season,18.91,14.18,211.5,Low
2013-04-03,Bitter Gourd,Off-season,20.6,15.45,194.14,Low
2013-04-04,Bitter Gourd,Off-season,18.84,14.13,212.31,Low
2013-04-05,Bitter Gourd,Off-season,17.76,13.32,225.23,Low
2013-04-06,Bitter Gourd,Off-season,18.09,13.57,221.09,Low
2013-04-07,Bitter Gourd,Off-season,18.59,13.94,215.16,Low
2013-04-08,Bitter Gourd,Off-season,19.54,14.66,204.73,Low
2013-04-09,Bitter Gourd,Off-season,20.12,15.09,198.83,Low
2013-04-10,Bitter Gourd,Off-season,20.16,15.12,198.46,Low
2013-04-11,Bitter Gourd,Off-season,19.95,14.96,200.49,Low
2013-04-12,Bitter Gourd,Off-season,20.06,15.04,199.44,Low
2013-04-13,Bitter Gourd,Off-season,20.94,15.71,191.01,Low
2013-04-14,Bitter Gourd,Off-season,19.7,14.77,203.0,Low
2013-04-15,Bitter Gourd,Off-season,21.16,15.87,189.03,Low
2013-04-16,Bitter Gourd,Off-season,20.6,15.45,194.14,Low
2013-04-17,Bitter Gourd,Off-season,17.51,13.13,228.49,Low
2013-04-18,Bitter Gourd,Off-season,17.97,13.48,222.57,Low
2013-04-19,Bitter Gourd,Off-season,18.5,13.88,216.23,Low
2013-04-20,Bitter Gourd,Off-season,19.97,14.98,200.27,Low
2013-04-21,Bitter Gourd,Off-season,18.2,13.65,219.77,Low
2013-04-22,Bitter Gourd,Off-season,19.34,14.5,206.78,Low
2013-04-23,Bitter Gourd,Off-season,19.04,14.28,210.11,Low
2013-04-24,Bitter Gourd,Off-season,19.4,14.55,206.17,Low
2013-04-25,Bitter Gourd,Off-season,20.29,15.22,197.14,Low
2013-04-26,Bitter Gourd,Off-season,20.89,15.67,191.52,Low
2013-04-27,Bitter Gourd,Off-season,18.23,13.67,219.46,Low
2013-04-28,Bitter Gourd,Off-season,20.45,15.34,195.56,Low
2013-04-29,Bitter Gourd,Off-season,18.89,14.17,211.74,Low
2013-04-30,Bitter Gourd,Off-season,17.95,13.46,222.85,Low
2013-05-01,Bitter Gourd,Yala,57.56,43.17,138.98,Stable
2013-05-02,Bitter Gourd,Yala,59.09,44.32,135.38,Stable
2013-05-03,Bitter Gourd,Yala,53.37,40.03,149.91,Stable
2013-05-04,Bitter Gourd,Yala,60.05,45.04,133.23,Stable
2013-05-05,Bitter Gourd,Yala,57.34,43.0,139.52,Stable
2013-05-06,Bitter Gourd,Yala,60.24,45.18,132.8,Stable
2013-05-07,Bitter Gourd,Yala,56.15,42.11,142.48,Stable
2013-05-08,Bitter Gourd,Yala,60.23,45.17,132.82,Stable
2013-05-09,Bitter Gourd,Yala,54.51,40.88,146.76,Stable
2013-05-10,Bitter Gourd,Yala,56.93,42.7,140.53,Stable
2013-05-11,Bitter Gourd,Yala,52.34,39.26,152.85,Stable
2013-05-12,Bitter Gourd,Yala,53.25,39.94,150.23,Stable
2013-05-13,Bitter Gourd,Yala,53.21,39.91,150.34,Stable
2013-05-14,Bitter Gourd,Yala,62.93,47.2,127.13,Stable
2013-05-15,Bitter Gourd,Yala,59.14,44.36,135.28,Stable
2013-05-16,Bitter Gourd,Yala,55.72,41.79,143.57,Stable
2013-05-17,Bitter Gourd,Yala,63.56,47.67,125.86,Stable
2013-05-18,Bitter Gourd,Yala,52.8,39.6,151.52,Stable
2013-05-19,Bitter Gourd,Yala,52.3,39.22,152.97,Stable
2013-05-20,Bitter Gourd,Yala,60.36,45.27,132.54,Stable
2013-05-21,Bitter Gourd,Yala,52.87,39.65,151.32,Stable
2013-05-22,Bitter Gourd,Yala,52.86,39.64,151.34,Stable
2013-05-23,Bitter Gourd,Yala,59.0,44.25,135.6,Stable
2013-05-24,Bitter Gourd,Yala,55.16,41.37,145.03,Stable
2013-05-25,Bitter Gourd,Yala,54.63,40.97,146.44,Stable
2013-05-26,Bitter Gourd,Yala,55.05,41.29,145.33,Stable
2013-05-27,Bitter Gourd,Yala,62.44,46.83,128.13,Stable
2013-05-28,Bitter Gourd,Yala,53.69,40.27,149.0,Stable
2013-05-29,Bitter Gourd,Yala,62.83,47.12,127.33,Stable
2013-05-30,Bitter Gourd,Yala,56.49,42.37,141.63,Stable
2013-05-31,Bitter Gourd,Yala,52.68,39.51,151.86,Stable
2013-06-01,Bitter Gourd,Yala,58.46,43.84,136.84,Stable
2013-06-02,Bitter Gourd,Yala,53.54,40.16,149.42,Stable
2013-06-03,Bitter Gourd,Yala,56.86,42.64,140.69,Stable
2013-06-04,Bitter Gourd,Yala,61.81,46.36,129.42,Stable
2013-06-05,Bitter Gourd,Yala,59.89,44.92,133.58,Stable
2013-06-06,Bitter Gourd,Yala,53.5,40.12,149.53,Stable
2013-06-07,Bitter Gourd,Yala,63.05,47.29,126.89,Stable
2013-06-08,Bitter Gourd,Yala,61.8,46.35,129.44,Stable
2013-06-09,Bitter Gourd,Yala,56.96,42.72,140.45,Stable
2013-06-10,Bitter Gourd,Yala,60.7,45.53,131.79,Stable
2013-06-11,Bitter Gourd,Yala,54.53,40.9,146.71,Stable
2013-06-12,Bitter Gourd,Yala,52.66,39.49,151.93,Stable
2013-06-13,Bitter Gourd,Yala,53.5,40.12,149.54,Stable
2013-06-14,Bitter Gourd,Yala,54.73,41.05,146.16,Stable
2013-06-15,Bitter Gourd,Yala,53.02,39.76,150.88,Stable
2013-06-16,Bitter Gourd,Yala,62.69,47.02,127.61,Stable
2013-06-17,Bitter Gourd,Yala,55.12,41.34,145.15,Stable
2013-06-18,Bitter Gourd,Yala,59.18,44.38,135.17,Stable
2013-06-19,Bitter Gourd,Yala,58.63,43.97,136.45,Stable
2013-06-20,Bitter Gourd,Yala,52.19,39.14,153.29,Stable
2013-06-21,Bitter Gourd,Yala,63.52,47.64,125.94,Stable
2013-06-22,Bitter Gourd,Yala,63.41,47.56,126.16,Stable
2013-06-23,Bitter Gourd,Yala,56.41,42.31,141.83,Stable
2013-06-24,Bitter Gourd,Yala,61.74,46.3,129.57,Stable
2013-06-25,Bitter Gourd,Yala,62.97,47.23,127.05,Stable
2013-06-26,Bitter Gourd,Yala,54.15,40.61,147.73,Stable
2013-06-27,Bitter Gourd,Yala,54.92,41.19,145.66,Stable
2013-06-28,Bitter Gourd,Yala,58.66,44.0,136.38,Stable
2013-06-29,Bitter Gourd,Yala,60.53,45.4,132.16,Stable
2013-06-30,Bitter Gourd,Yala,54.4,40.8,147.07,Stable
2013-07-01,Bitter Gourd,Yala,54.06,40.54,147.98,Stable
2013-07-02,Bitter Gourd,Yala,53.58,40.18,149.31,Stable
2013-07-03,Bitter Gourd,Yala,58.54,43.9,136.65,Stable
2013-07-04,Bitter Gourd,Yala,56.31,42.23,142.08,Stable
2013-07-05,Bitter Gourd,Yala,54.55,40.91,146.65,Stable
2013-07-06,Bitter Gourd,Yala,54.79,41.09,146.02,Stable
2013-07-07,Bitter Gourd,Yala,58.45,43.84,136.86,Stable
2013-07-08,Bitter Gourd,Yala,62.31,46.73,128.4,Stable
2013-07-09,Bitter Gourd,Yala,56.4,42.3,141.85,Stable
2013-07-10,Bitter Gourd,Yala,59.65,44.74,134.11,Stable
2013-07-11,Bitter Gourd,Yala,52.46,39.34,152.51,Stable
2013-07-12,Bitter Gourd,Yala,52.55,39.41,152.24,Stable
2013-07-13,Bitter Gourd,Yala,57.06,42.8,140.21,Stable
2013-07-14,Bitter Gourd,Yala,53.99,40.49,148.18,Stable
2013-07-15,Bitter Gourd,Yala,62.77,47.08,127.44,Stable
2013-07-16,Bitter Gourd,Yala,61.2,45.9,130.71,Stable
2013-07-17,Bitter Gourd,Yala,63.52,47.64,125.94,Stable
2013-07-18,Bitter Gourd,Yala,54.12,40.59,147.83,Stable
2013-07-19,Bitter Gourd,Yala,54.13,40.6,147.79,Stable
2013-07-20,Bitter Gourd,Yala,57.65,43.24,138.77,Stable
2013-07-21,Bitter Gourd,Yala,61.59,46.19,129.89,Stable
2013-07-22,Bitter Gourd,Yala,61.74,46.3,129.58,Stable
2013-07-23,Bitter Gourd,Yala,54.45,40.84,146.92,Stable
2013-07-24,Bitter Gourd,Yala,52.5,39.38,152.38,Stable
2013-07-25,Bitter Gourd,Yala,59.26,44.44,134.99,Stable
2013-07-26,Bitter Gourd,Yala,60.64,45.48,131.93,Stable
2013-07-27,Bitter Gourd,Yala,52.22,39.16,153.21,Stable
2013-07-28,Bitter Gourd,Yala,63.38,47.54,126.23,Stable
2013-07-29,Bitter Gourd,Yala,62.03,46.52,128.98,Stable
2013-07-30,Bitter Gourd,Yala,57.55,43.16,139.0,Stable
2013-07-31,Bitter Gourd,Yala,55.48,41.61,144.19,Stable
2013-08-01,Bitter Gourd,Yala,54.64,40.98,146.42,Stable
2013-08-02,Bitter Gourd,Yala,54.1,40.58,147.88,Stable
2013-08-03,Bitter Gourd,Yala,56.9,42.68,140.59,Stable
2013-08-04,Bitter Gourd,Yala,52.42,39.32,152.61,Stable
2013-08-05,Bitter Gourd,Yala,54.93,41.2,145.63,Stable
2013-08-06,Bitter Gourd,Yala,56.86,42.64,140.7,Stable
2013-08-07,Bitter Gourd,Yala,58.26,43.7,137.32,Stable
2013-08-08,Bitter Gourd,Yala,58.98,44.24,135.65,Stable
2013-08-09,Bitter Gourd,Yala,54.83,41.12,145.9,Stable
2013-08-10,Bitter Gourd,Yala,54.76,41.07,146.1,Stable
2013-08-11,Bitter Gourd,Yala,61.69,46.27,129.69,Stable
2013-08-12,Bitter Gourd,Yala,55.47,41.6,144.23,Stable
2013-08-13,Bitter Gourd,Yala,58.87,44.15,135.9,Stable
2013-08-14,Bitter Gourd,Yala,53.87,40.4,148.5,Stable
2013-08-15,Bitter Gourd,Yala,52.73,39.55,151.72,Stable
2013-08-16,Bitter Gourd,Yala,61.01,45.76,131.13,Stable
2013-08-17,Bitter Gourd,Yala,52.37,39.28,152.75,Stable
2013-08-18,Bitter Gourd,Yala,56.48,42.36,141.64,Stable
2013-08-19,Bitter Gourd,Yala,52.46,39.34,152.51,Stable
2013-08-20,Bitter Gourd,Yala,58.12,43.59,137.64,Stable
2013-08-21,Bitter Gourd,Yala,52.45,39.34,152.54,Stable
2013-08-22,Bitter Gourd,Yala,61.49,46.12,130.1,Stable
2013-08-23,Bitter Gourd,Yala,62.62,46.96,127.75,Stable
2013-08-24,Bitter Gourd,Yala,54.88,41.16,145.77,Stable
2013-08-25,Bitter Gourd,Yala,55.68,41.76,143.67,Stable
2013-08-26,Bitter Gourd,Yala,63.23,47.42,126.53,Stable
2013-08-27,Bitter Gourd,Yala,54.55,40.91,146.65,Stable
2013-08-28,Bitter Gourd,Yala,62.51,46.88,127.97,Stable
2013-08-29,Bitter Gourd,Yala,62.87,47.15,127.24,Stable
2013-08-30,Bitter Gourd,Yala,58.41,43.81,136.96,Stable
2013-08-31,Bitter Gourd,Yala,59.39,44.54,134.7,Stable
2013-09-01,Bitter Gourd,Off-season,17.56,13.17,227.75,Low
2013-09-02,Bitter Gourd,Off-season,17.96,13.47,222.76,Low
2013-09-03,Bitter Gourd,Off-season,17.84,13.38,224.27,Low
2013-09-04,Bitter Gourd,Off-season,18.53,13.9,215.84,Low
2013-09-05,Bitter Gourd,Off-season,18.66,14.0,214.41,Low
2013-09-06,Bitter Gourd,Off-season,17.67,13.25,226.43,Low
2013-09-07,Bitter Gourd,Off-season,20.93,15.7,191.13,Low
2013-09-08,Bitter Gourd,Off-season,17.42,13.07,229.67,Low
2013-09-09,Bitter Gourd,Off-season,20.6,15.45,194.15,Low
2013-09-10,Bitter Gourd,Off-season,18.2,13.65,219.76,Low
2013-09-11,Bitter Gourd,Off-season,18.64,13.98,214.54,Low
2013-09-12,Bitter Gourd,Off-season,18.11,13.58,220.9,Low
2013-09-13,Bitter Gourd,Off-season,17.9,13.42,223.52,Low
2013-09-14,Bitter Gourd,Off-season,17.48,13.11,228.78,Low
2013-09-15,Bitter Gourd,Off-season,20.46,15.34,195.46,Low
2013-09-16,Bitter Gourd,Off-season,18.43,13.82,217.02,Low
2013-09-17,Bitter Gourd,Off-season,20.61,15.46,194.1,Low
2013-09-18,Bitter Gourd,Off-season,18.72,14.04,213.62,Low
2013-09-19,Bitter Gourd,Off-season,17.64,13.23,226.71,Low
2013-09-20,Bitter Gourd,Off-season,20.21,15.16,197.96,Low
2013-09-21,Bitter Gourd,Off-season,18.09,13.57,221.06,Low
2013-09-22,Bitter Gourd,Off-season,20.62,15.46,193.95,Low
2013-09-23,Bitter Gourd,Off-season,20.56,15.42,194.58,Low
2013-09-24,Bitter Gourd,Off-season,20.4,15.3,196.04,Low
2013-09-25,Bitter Gourd,Off-season,18.6,13.95,215.04,Low
2013-09-26,Bitter Gourd,Off-season,18.12,13.59,220.77,Low
2013-09-27,Bitter Gourd,Off-season,18.99,14.24,210.66,Low
2013-09-28,Bitter Gourd,Off-season,19.68,14.76,203.27,Low
2013-09-29,Bitter Gourd,Off-season,21.09,15.82,189.69,Low
2013-09-30,Bitter Gourd,Off-season,17.48,13.11,228.89,Low
2013-10-01,Bitter Gourd,Maha,93.13,69.85,128.85,High
2013-10-02,Bitter Gourd,Maha,93.22,69.91,128.73,High
2013-10-03,Bitter Gourd,Maha,82.36,61.77,145.7,Stable
2013-10-04,Bitter Gourd,Maha,78.85,59.14,152.18,Stable
2013-10-05,Bitter Gourd,Maha,94.7,71.03,126.71,High
2013-10-06,Bitter Gourd,Maha,94.84,71.13,126.53,High
2013-10-07,Bitter Gourd,Maha,82.25,61.69,145.9,Stable
2013-10-08,Bitter Gourd,Maha,83.02,62.26,144.55,Stable
2013-10-09,Bitter Gourd,Maha,82.86,62.14,144.83,Stable
2013-10-10,Bitter Gourd,Maha,79.95,59.96,150.1,Stable
2013-10-11,Bitter Gourd,Maha,79.69,59.77,150.59,Stable
2013-10-12,Bitter Gourd,Maha,94.78,71.09,126.61,High
2013-10-13,Bitter Gourd,Maha,88.92,66.69,134.96,Stable
2013-10-14,Bitter Gourd,Maha,79.67,59.75,150.63,Stable
2013-10-15,Bitter Gourd,Maha,89.49,67.12,134.1,Stable
2013-10-16,Bitter Gourd,Maha,82.05,61.54,146.26,Stable
2013-10-17,Bitter Gourd,Maha,85.79,64.34,139.87,Stable
2013-10-18,Bitter Gourd,Maha,80.68,60.51,148.74,Stable
2013-10-19,Bitter Gourd,Maha,84.33,63.25,142.29,Stable
2013-10-20,Bitter Gourd,Maha,81.77,61.33,146.76,Stable
2013-10-21,Bitter Gourd,Maha,84.41,63.31,142.17,Stable
2013-10-22,Bitter Gourd,Maha,94.08,70.56,127.55,High
2013-10-23,Bitter Gourd,Maha,91.77,68.83,130.76,High
2013-10-24,Bitter Gourd,Maha,90.74,68.05,132.25,High
2013-10-25,Bitter Gourd,Maha,86.61,64.96,138.56,Stable
2013-10-26,Bitter Gourd,Maha,80.83,60.62,148.46,Stable
2013-10-27,Bitter Gourd,Maha,93.91,70.43,127.78,High
2013-10-28,Bitter Gourd,Maha,78.38,58.78,153.1,Stable
2013-10-29,Bitter Gourd,Maha,85.57,64.18,140.23,Stable
2013-10-30,Bitter Gourd,Maha,80.62,60.46,148.84,Stable
2013-10-31,Bitter Gourd,Maha,88.26,66.2,135.96,Stable
2013-11-01,Bitter Gourd,Maha,85.59,64.19,140.2,Stable
2013-11-02,Bitter Gourd,Maha,89.72,67.29,133.75,Stable
2013-11-03,Bitter Gourd,Maha,94.13,70.6,127.48,High
2013-11-04,Bitter Gourd,Maha,95.46,71.6,125.71,High
2013-11-05,Bitter Gourd,Maha,79.83,59.87,150.32,Stable
2013-11-06,Bitter Gourd,Maha,86.99,65.24,137.94,Stable
2013-11-07,Bitter Gourd,Maha,86.47,64.85,138.77,Stable
2013-11-08,Bitter Gourd,Maha,78.59,58.94,152.69,Stable
2013-11-09,Bitter Gourd,Maha,83.15,62.36,144.32,Stable
2013-11-10,Bitter Gourd,Maha,79.48,59.61,150.98,Stable
2013-11-11,Bitter Gourd,Maha,89.0,66.75,134.83,Stable
2013-11-12,Bitter Gourd,Maha,92.44,69.33,129.82,High
2013-11-13,Bitter Gourd,Maha,80.63,60.47,148.82,Stable
2013-11-14,Bitter Gourd,Maha,84.25,63.19,142.43,Stable
2013-11-15,Bitter Gourd,Maha,86.92,65.19,138.06,Stable
2013-11-16,Bitter Gourd,Maha,85.87,64.4,139.75,Stable
2013-11-17,Bitter Gourd,Maha,92.07,69.05,130.33,High
2013-11-18,Bitter Gourd,Maha,90.03,67.52,133.29,Stable
2013-11-19,Bitter Gourd,Maha,90.23,67.67,132.99,Stable
2013-11-20,Bitter Gourd,Maha,90.23,67.67,133.0,Stable
2013-11-21,Bitter Gourd,Maha,83.6,62.7,143.54,Stable
2013-11-22,Bitter Gourd,Maha,91.69,68.77,130.87,High
2013-11-23,Bitter Gourd,Maha,78.32,58.74,153.21,Stable
2013-11-24,Bitter Gourd,Maha,83.43,62.57,143.83,Stable
2013-11-25,Bitter Gourd,Maha,95.15,71.36,126.12,High
2013-11-26,Bitter Gourd,Maha,91.11,68.33,131.71,High
2013-11-27,Bitter Gourd,Maha,84.19,63.14,142.54,Stable
2013-11-28,Bitter Gourd,Maha,87.67,65.75,136.88,Stable
2013-11-29,Bitter Gourd,Maha,88.95,66.71,134.9,Stable
2013-11-30,Bitter Gourd,Maha,93.4,70.05,128.48,High
2013-12-01,Bitter Gourd,Maha,88.95,66.71,134.91,Stable
2013-12-02,Bitter Gourd,Maha,78.65,58.99,152.57,Stable
2013-12-03,Bitter Gourd,Maha,79.77,59.83,150.43,Stable
2013-12-04,Bitter Gourd,Maha,86.91,65.18,138.08,Stable
2013-12-05,Bitter Gourd,Maha,83.32,62.49,144.03,Stable
2013-12-06,Bitter Gourd,Maha,83.25,62.44,144.14,Stable
2013-12-07,Bitter Gourd,Maha,81.87,61.4,146.57,Stable
2013-12-08,Bitter Gourd,Maha,85.26,63.95,140.74,Stable
2013-12-09,Bitter Gourd,Maha,85.44,64.08,140.45,Stable
2013-12-10,Bitter Gourd,Maha,88.57,66.43,135.49,Stable
2013-12-11,Bitter Gourd,Maha,83.52,62.64,143.67,Stable
2013-12-12,Bitter Gourd,Maha,84.76,63.57,141.58,Stable
2013-12-13,Bitter Gourd,Maha,87.66,65.74,136.89,Stable
2013-12-14,Bitter Gourd,Maha,78.94,59.2,152.01,Stable
2013-12-15,Bitter Gourd,Maha,82.91,62.18,144.73,Stable
2013-12-16,Bitter Gourd,Maha,85.32,63.99,140.64,Stable
2013-12-17,Bitter Gourd,Maha,81.89,61.42,146.54,Stable
2013-12-18,Bitter Gourd,Maha,79.22,59.42,151.47,Stable
2013-12-19,Bitter Gourd,Maha,89.21,66.91,134.51,Stable
2013-12-20,Bitter Gourd,Maha,79.15,59.36,151.62,Stable
2013-12-21,Bitter Gourd,Maha,78.77,59.08,152.35,Stable
2013-12-22,Bitter Gourd,Maha,79.72,59.79,150.53,Stable
2013-12-23,Bitter Gourd,Maha,86.48,64.86,138.76,Stable
2013-12-24,Bitter Gourd,Maha,82.33,61.75,145.76,Stable
2013-12-25,Bitter Gourd,Maha,86.98,65.24,137.96,Stable
2013-12-26,Bitter Gourd,Maha,89.08,66.81,134.71,Stable
2013-12-27,Bitter Gourd,Maha,87.39,65.54,137.32,Stable
2013-12-28,Bitter Gourd,Maha,80.9,60.68,148.34,Stable
2013-12-29,Bitter Gourd,Maha,78.29,58.72,153.27,Stable
2013-12-30,Bitter Gourd,Maha,85.35,64.01,140.6,Stable
2013-12-31,Bitter Gourd,Maha,82.11,61.58,146.15,Stable
2014-01-01,Bitter Gourd,Maha,91.18,68.39,131.61,High
2014-01-02,Bitter Gourd,Maha,89.57,67.18,133.98,Stable
2014-01-03,Bitter Gourd,Maha,80.77,60.58,148.57,Stable
2014-01-04,Bitter Gourd,Maha,80.11,60.08,149.79,Stable
2014-01-05,Bitter Gourd,Maha,84.49,63.37,142.03,Stable
2014-01-06,Bitter Gourd,Maha,84.38,63.28,142.22,Stable
2014-01-07,Bitter Gourd,Maha,79.71,59.78,150.55,Stable
2014-01-08,Bitter Gourd,Maha,80.24,60.18,149.55,Stable
2014-01-09,Bitter Gourd,Maha,78.68,59.01,152.52,Stable
2014-01-10,Bitter Gourd,Maha,87.18,65.39,137.65,Stable
2014-01-11,Bitter Gourd,Maha,86.31,64.73,139.03,Stable
2014-01-12,Bitter Gourd,Maha,78.79,59.09,152.31,Stable
2014-01-13,Bitter Gourd,Maha,80.18,60.14,149.67,Stable
2014-01-14,Bitter Gourd,Maha,91.62,68.72,130.97,High
2014-01-15,Bitter Gourd,Maha,81.7,61.28,146.88,Stable
2014-01-16,Bitter Gourd,Maha,88.42,66.32,135.72,Stable
2014-01-17,Bitter Gourd,Maha,90.97,68.23,131.91,High
2014-01-18,Bitter Gourd,Maha,86.89,65.17,138.1,Stable
2014-01-19,Bitter Gourd,Maha,95.19,71.39,126.06,High
2014-01-20,Bitter Gourd,Maha,83.3,62.47,144.06,Stable
2014-01-21,Bitter Gourd,Maha,91.35,68.51,131.37,High
2014-01-22,Bitter Gourd,Maha,92.2,69.15,130.15,High
2014-01-23,Bitter Gourd,Maha,84.34,63.26,142.28,Stable
2014-01-24,Bitter Gourd,Maha,78.87,59.15,152.15,Stable
2014-01-25,Bitter Gourd,Maha,87.73,65.8,136.78,Stable
2014-01-26,Bitter Gourd,Maha,79.71,59.78,150.55,Stable
2014-01-27,Bitter Gourd,Maha,89.67,67.25,133.82,Stable
2014-01-28,Bitter Gourd,Maha,82.85,62.14,144.84,Stable
2014-01-29,Bitter Gourd,Maha,94.66,71.0,126.77,High
2014-01-30,Bitter Gourd,Maha,84.03,63.02,142.8,Stable
2014-01-31,Bitter Gourd,Maha,92.94,69.7,129.12,High
2014-02-01,Bitter Gourd,Maha,94.51,70.88,126.97,High
2014-02-02,Bitter Gourd,Maha,91.41,68.56,131.28,High
2014-02-03,Bitter Gourd,Maha,83.29,62.47,144.07,Stable
2014-02-04,Bitter Gourd,Maha,90.9,68.18,132.02,High
2014-02-05,Bitter Gourd,Maha,80.84,60.63,148.44,Stable
2014-02-06,Bitter Gourd,Maha,85.45,64.09,140.44,Stable
2014-02-07,Bitter Gourd,Maha,82.97,62.23,144.63,Stable
2014-02-08,Bitter Gourd,Maha,79.4,59.55,151.14,Stable
2014-02-09,Bitter Gourd,Maha,88.63,66.47,135.39,Stable
2014-02-10,Bitter Gourd,Maha,82.34,61.76,145.73,Stable
2014-02-11,Bitter Gourd,Maha,79.78,59.84,150.41,Stable
2014-02-12,Bitter Gourd,Maha,83.71,62.78,143.36,Stable
2014-02-13,Bitter Gourd,Maha,85.08,63.81,141.04,Stable
2014-02-14,Bitter Gourd,Maha,93.85,70.39,127.87,High
2014-02-15,Bitter Gourd,Maha,86.12,64.59,139.34,Stable
2014-02-16,Bitter Gourd,Maha,91.34,68.5,131.38,High
2014-02-17,Bitter Gourd,Maha,88.72,66.54,135.25,Stable
2014-02-18,Bitter Gourd,Maha,93.43,70.07,128.44,High
2014-02-19,Bitter Gourd,Maha,78.47,58.85,152.92,Stable
2014-02-20,Bitter Gourd,Maha,90.03,67.52,133.29,Stable
2014-02-21,Bitter Gourd,Maha,87.34,65.5,137.39,Stable
2014-02-22,Bitter Gourd,Maha,92.99,69.74,129.05,High
2014-02-23,Bitter Gourd,Maha,84.61,63.46,141.83,Stable
2014-02-24,Bitter Gourd,Maha,88.35,66.26,135.82,Stable
